"","follow","birthyr","turnout12","vote12","meet","march","compromise","ftobama","ftblack","ftwhite","fthisp","ftgay","fttrump","fthrc","ftsanders","ftpolice","ftfem","ftmuslim","ftsci","econnow","lcself","disc_b","disc_h","disc_g","disc_w","disc_m","disc_fed","disc_police","immig_numb","terror_worry","healthspend","finwell","warmcause","freetrade","stopblack","stop_ever","birthright_b","bo_muslim","amer_ident","marstat","employ","educ","gender","race","pid3","pid7","ideo5","pew_churatd","faminc","weight","dpolice.new"
"184","Most of the time",1979,"Definitely voted","Mitt Romney","Very Likely","Have not done this in past 4 years","Compromies to get things done",39,51,50,51,58,21,9,30,35,32,18,79,"3","Closer to conservatives","A great deal","A moderate amount","A little","A little","A little","Treats both the same","Treats whites moderately better","Increased a little","Moderately worried","Increase a little","A little worse","Mostly by natural causes","Favor a little","Somewhat often","Has happened","Not asked","Not a Muslim","Moderately important","Married","Full-time","Post-grad","Male","White","Indepent","Lean Republican","Moderate","Once a week",12,0.965701163,"Treats whites moderately better"
"185","Most of the time",1975,"Definitely voted","Barack Obama","A little likely","Have not done this in past 4 years","Compromies to get things done",100,75,50,80,75,0,75,0,30,95,50,99,"4","Somewhat liberal","A great deal","A moderate amount","A moderate amount","None at all","None at all","Treats both the same","Treats whites much better","Increased a little","Not asked","Increase a little","A little worse","Mostly by human activity","Oppose a little","Very often","Not asked","Favor moderately","Not a Muslim","Very important","Single","Full-time","4-year","Female","White","Democrat","Strong Democrat","Liberal","Seldom",8,1.05272367,"Treats whites much better"
"186","Most of the time",1956,"Definitely voted","Barack Obama","Not at all likely","Have not done this in past 4 years","Compromies to get things done",88,97,70,94,98,1,42,99,59,89,80,94,"2","Very liberal","A moderate amount","A little","A lot","A little","None at all","Treats whites moderately better","Treats whites much better","Increased a little","Not asked","Increase a great deal","Moderately worse","Mostly by human activity","Neither favor nor oppose","Somewhat often","Not asked","Not asked","Not a Muslim","Extremely important","Married","Homemaker","Some college","Female","White","Democrat","Strong Democrat","Very liberal","Never",7,0.287541492,"Treats whites much better"
"187","Most of the time",1973,"Definitely voted","Mitt Romney","Not at all likely","Have done this in past 4 years","Sticks to his or her principles",3,85,100,91,20,95,6,31,99,6,41,90,"3","Somewhat conservative","A little","A moderate amount","A little","A great deal","A lot","Treats Blacks much better","Treats whites a little better","Increased a little","Moderately worried","Decrease a great deal","A little worse","Mostly by natural causes","Oppose moderately","Never","Has happened","Not asked","Muslim","Very important","Married","Full-time","2-year","Male","White","Republican","Strong Republican","Conservative","Once or twice a month",11,1.019466542,"Treats whites a little better"
"188","Most of the time",1953,"Definitely voted","Mitt Romney","Extremely Likely","Have done this in past 4 years","Sticks to his or her principles",0,50,50,70,50,80,0,2,90,21,31,41,"5","Very conservative","None at all","A little","A little","A moderate amount","None at all","Treats both the same","Treats both the same","Kept the same","Not asked","Decrease a little","A little worse","Mostly by natural causes","Opposed a great deal","Sometimes","Has happened","Not asked","Skipped","Extremely important","Married","Homemaker","High school graduate","Female","White","Indepent","Strong Republican","Very conservative","Once a week",5,0.307754754,"Treats both the same"
"189","Some of the Time",1980,"Definitely voted","Barack Obama","Not at all likely","Have not done this in past 4 years","Sticks to his or her principles",0,50,0,49,0,2,0,2,18,50,3,71,"5","Very conservative","A little","A little","None at all","None at all","A little","Treats Blacks much better","Treats whites much better","Decreased a lot","Very worried","Decrease moderately","A great deal worse","Mostly by human activity","Opposed a great deal","Very often","Never happened","Oppose a great deal","Muslim","Moderately important","Married","Homemaker","High school graduate","Female","White","Indepent","Independent","Very conservative","More than once a week",3,0.573800071,"Treats whites much better"
"190","Most of the time",1952,"Definitely voted","Barack Obama","Extremely Likely","Have not done this in past 4 years","Compromies to get things done",79,88,64,91,95,1,88,88,55,100,95,100,"2","Neither liberal nor conservative","A great deal","A lot","A great deal","None at all","None at all","Treats whites much better","Treats whites much better","Increased a lot","Not asked","Increase a great deal","A little worse","Mostly by human activity","Favor moderately","Very often","Has happened","Favor a great deal","Not a Muslim","Extremely important","Domestic Partnership","Other","4-year","Female","White","Indepent","Lean Democrat","Moderate","Once a week",97,1.393165757,"Treats whites much better"
"191","Most of the time",1974,"Definitely voted","Barack Obama","A little likely","Have done this in past 4 years","Compromies to get things done",75,100,100,100,100,5,70,90,60,90,90,90,"2","Somewhat liberal","A lot","A lot","A moderate amount","None at all","None at all","Treats whites moderately better","Treats whites much better","Kept the same","Slightly worried","Incrase moderately","Moderately worse","Mostly by human activity","Oppose moderately","Somewhat often","Has happened","Neither favor or oppose","Not a Muslim","A little important","Single","Full-time","Some college","Male","White","Democrat","Weak Democrat","Moderate","Never",11,0.810519301,"Treats whites much better"
"192","Most of the time",1957,"Definitely voted","Mitt Romney","Moderately likely","Have not done this in past 4 years","Compromies to get things done",2,70,72,72,50,68,12,5,84,16,70,73,"4","Closer to conservatives","A moderate amount","A little","A little","A moderate amount","A little","Treats blacks a little better","Treats both the same","Kept the same","Extremely worried","Decrease a great deal","A great deal worse","About equally by human activity and natural causes","Neither favor nor oppose","Sometimes","Has happened","Not asked","Muslim","Extremely important","Married","Homemaker","High school graduate","Female","White","Republican","Weak Republican","Moderate","Seldom",97,0.839315286,"Treats both the same"
"193","Most of the time",1982,"Definitely voted","Someone Else","Not at all likely","Have not done this in past 4 years","Compromies to get things done",11,43,53,43,54,52,24,15,43,47,43,60,"2","Neither liberal nor conservative","A little","A little","A little","A moderate amount","A little","Treats blacks a little better","Treats whites a little better","Kept the same","Not at all worried","No Change","The same as 20 years ago","Mostly by natural causes","Favor a little","Somewhat often","Has happened","Neither favor or oppose","Not a Muslim","Moderately important","Married","Full-time","2-year","Male","White","Indepent","Independent","Moderate","More than once a week",10,1.244549675,"Treats whites a little better"
"194","Most of the time",1961,"Definitely voted","Someone Else","Not at all likely","Have not done this in past 4 years","Sticks to his or her principles",4,50,50,50,50,34,3,20,93,50,50,51,"5","Closer to conservatives","A little","None at all","A little","A moderate amount","None at all","Treats blacks a little better","Treats both the same","Decreased a moderate amount","Very worried","Decrease a great deal","Moderately worse","Mostly by natural causes","Neither favor nor oppose","Sometimes","Has happened","Not asked","Skipped","Extremely important","Married","Part-time","Post-grad","Female","Native American","Indepent","Independent","Conservative","A few times a year",97,1.499598893,"Treats both the same"
"195","Most of the time",1925,"Definitely voted","Mitt Romney","Not at all likely","Have not done this in past 4 years","Sticks to his or her principles",0,82,91,88,52,71,0,0,100,0,0,92,"3","Very conservative","A little","A little","A moderate amount","A lot","A little","Treats blacks moderately better","Treats both the same","Kept the same","Not asked","No Change","The same as 20 years ago","Mostly by natural causes","Favor moderately","Sometimes","Not asked","Not asked","Muslim","Extremely important","Married","Retired","No HS","Male","White","Republican","Strong Republican","Very conservative","Never",97,0.824893112,"Treats both the same"
"196","Some of the Time",1980,"Definitely voted","Mitt Romney","A little likely","Have not done this in past 4 years","Sticks to his or her principles",1,2,70,2,1,91,0,1,91,0,0,21,"5","Somewhat conservative","A little","A little","A little","A lot","A little","Treats blacks a little better","Treats both the same","Decreased a moderate amount","Extremely worried","No Change","A great deal worse","Mostly by natural causes","Oppose moderately","Sometimes","Not asked","Neither favor or oppose","Muslim","Extremely important","Married","Full-time","Some college","Male","White","Republican","Weak Republican","Conservative","Once or twice a month",5,0.810519301,"Treats both the same"
